Gap Name	Opp Segment	Opportunity	Deal Motion	Product Line	Product Area	Product Capability	Severity Score	Severity	Is Industry Gap	Is International Gap	Created By	Created Date	CI Notes Header	ACV Bin	Opportunity Stage 	Brainstorm	CI Notes	Opp Close Date	Functionality Requirement	Headliner Feature	Gap ID	Industry Specific Gap Detail	Available Capability	Pain point(s)	Proposed Solution	Country Specific Gap Detail	Opp Pipeline Stage	Gap Summary	Type of Gap	Gap Status	Opp ID	Acct Super Industry	# Gaps
PG-00007877	EMEA	REWE INT Austria & CEE- HCM , Expenses PRIMARY 75%	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidate Job Application Flow;Job Application Process;Job Requisitions	3	Risk of Deal Loss (3)	No	No	Karin Fuhry	07/08/2025	No CI Notes	ACV 500(K) to 5000(K)	Lost			12/12/2025	A candidate applies for a BILLA store in Vienna and gets rejected. He should then automatically be assigned to another open position in a different store (based on his profile). If he gets rejected in that store as well, he should be automatically moved to Store # 3. Our understanding is that this can't be automated in Workday. We could use Evergreen positions as a work around, but the movement between Job Reqs would still be a manual process	Candidate routing	aTEVT0000001NCH4A2	 		Huge manual work in retail!	Agentic way ...see Add. Details		30- Closed/Lost to Competition	We are in the early stages of development for something we are calling Talent Routing.  We haven't defined the MVP/initial release use cases 100% yet but it would look at candidates who have been failed to make it through various stages of the recruiting process (be that the silver medallist candidate or even candidates who aren't suitable after an initial screening) and suggest more suitable job requisitions to the recruiter to route the candidate to and carry out that action.As mentioned, this is in the early stages of development but we are hopeful of delivering this (safe harbour) by the end of 2025.	Feature	Open	0064X00002UfYyjQAF	Retail	1
PG-00007876	EMEA	REWE INT Austria & CEE- HCM , Expenses PRIMARY 75%	Prospect - Land with Core	Talent Management	Talent Acquisition	Agencies;Career Sites;Job Postings;Job Requisitions;Mass Action Capabilities	3	Risk of Deal Loss (3)	No	No	Karin Fuhry	07/08/2025	No CI Notes	ACV 500(K) to 5000(K)	Lost			12/12/2025	Jobs should be posted automatically on websites and job boards based on certain criteria (location, organization, etc.). Our current understanding is that Veritone (Broadbean) could take the job posting from the Workday career site and automate the posting to third party job boards based on certain criteria. John Lewis built an AI Bot to automate this process, but we don't have any insights to that. In Workday, the Post Job Business Process can't be automated, so the Recruiter needs to select the websites manually.	Automatic Job Posting	aTEVT0000001NAf4AM	 	Representative Capability is not in list	Huge manual work for the Store Manager and error prone	Agentic way		30- Closed/Lost to Competition		Feature	Open	0064X00002UfYyjQAF	Retail	1
PG-00007869	North America	Alteryx, Inc.- Paradox CEXP	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Interviews	4	Requires Significant Manual and/or Costly Workaround (4)	No	No	Ashley Gonzalez	07/08/2025	No CI Notes	ACV 0(K) to 300(K)	Won			31/01/2026	Would like the ability to send an .ics file / calendar block to the candidate in addition to the interview panelists.	Would like the ability to send an .ics file / calendar block to the candidate in addition to the interview panelists.	aTEVT0000001MzN4AU	 		Although they can send automated notifications to candidates with interview information, there is significant concern that candidates will miss interviews if they do not have it blocked on their calendars, so today they are sending them a calendar hold manually outside of workday after scheduling the interview.	This functionality is available in LRN, they want to know if the attachment of an .ics file to the candidate notification will be possible.		9- Closed/Won		Feature	Open	006VT00000GC9RNYA1	Technology & Media	1
PG-00007868	North America	Inova Health System - CHCM, CCB, USP, REC, MSG, AIRC, CE, LRN, CCLRN, MCNF, TLO, PRA, HLP	Prospect - Land with Core	Talent Management	Talent Acquisition	Communications and Notifications	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Jennifer Kraier	07/08/2025	No CI Notes	ACV 500(K) to 5000(K)	Do Nothing			20/11/2026	The ability to have a two way conversation with a prospect without it being tied to a job requisition	Messaging Two Way communication for Prospects	aTEVT0000001Mxl4AE	 		This customer would like the ability to nuture the prospect			31- Closed/Lost to Do Nothing		Feature	Open	006VT00000PeN2kYAF	Healthcare	1
PG-00007850	EMEA	Aldi - REC, CE (add-on)	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Job Postings;Job Requisitions	4	Requires Significant Manual and/or Costly Workaround (4)	Yes	No	Devaki Patil	07/08/2025	No CI Notes	ACV 500(K) to 5000(K)	Won			31/10/2025	It seems that currently the Candidate Ranking Template cannot be auto-assignment to Job Requisitions based on Conditions Rules. This means that it has to be manually assigned to every job Requisition created. For Retailers where the volume of Job Reqs are large, Ranking factors like Distance from store and other aspects are key to hiring decisions, manually assigning it everytime delays the process and the time to post a job.	Candidate Ranking Template Rule Based Auto-Assignment	aTEVT0000001MUj4AM	Retail Use Case - This play into the larger effort of having a simpler leaner process flow from Start Job Requisition to Post Job. This gap creates more clicks and forces a custom solution or building with Extend ..		Too many clicks, long process, manual interventation, lack of automation.	Allow Condition Rules based assignment of Candidate Ranking Templates to Job Requisitions. Similar to the Questionnaire assignment in Job App Templates.		9- Closed/Won		Business Process	Open	006VT00000TKi93YAD	Retail	1
PG-00007847	EMEA	CHECK24 - HCM, GPC, TT, TO	Prospect - Land with Core	Talent Management	Talent Acquisition	Communications and Notifications	1	Significantly Contributed to Deal Loss (1)	No	No	Anja Sager Wolf	07/08/2025	No CI Notes	ACV 300(K) to 500(K)	Won			15/08/2025	Prospect was looking for a solution that provides full bi-directional (email) communication between recruiter, hiring manager and candidate to happen and be tracked within the system.	Two-Way Email Candidate Communication in Workday	aTEVT0000001MPt4AM	 		In Workday, we so far have only one-way communication out of Workday but candidate replies will be in Outlook and, thus, not tracked in Workday.	We have this feature on the roadmap, planned for 2026R2. If we compete with best-of-breed solutions this is considered a must-have.		9- Closed/Won	"Brainstorm by David Denham: https://community.workday.com/node/1209090?check_logged_in=1

The prospect is evaluating a new recruiting solution independently from HCM Core. However, they also evaluated Workday for Talent Acquisition and due to the feature missing dropped us."	Feature	Open	0064X00002CC7G3QAL	Technology & Media	1
PG-00007787	EMEA	Optima Health - HCM	Prospect - Land with Core	Talent Management	Talent Acquisition		1	Significantly Contributed to Deal Loss (1)	No	No	Cosmin Doroftei	07/03/2025	CI Notes	ACV 0(K) to 300(K)	Lost		eArcu has built in e-signature capabilities.	21/08/2025	Workday's ATS module needs native e-signature functionality that is included within the core Workday licensing or offered at a highly competitive, integrated price point, negating the need for separate, additional third-party contracts (e.g., DocuSign, Adobe) for standard e-signature workflows within the recruitment process. This will ensure Workday remains a cost-effective and competitive solution compared to alternative ATS providers	E-Signatures: Built-In, Not 3rd party	aTEVT0000001Ksj4AE	 		The increased cost and reduced competitiveness of Workday's Recruiting due to the absence of included, native e-signature capabilities. Customers are forced to incur additional expenses for third-party integrations (like DocuSign or Adobe) to gain a feature that competitors offer as standard, making Workday a less attractive and less cost-effective solution.	"Developing native e-signature capabilities directly within Workday's Recruiting module. This functionality would be included as part of the core Workday licensing, eliminating the need for customers to purchase and integrate separate third-party e-signature solutions like DocuSign or Adobe.

This integrated approach will ensure Workday Recruiting offers a truly cost-effective and competitive solution that meets the essential recruitment needs of our customers without incurring additional, external expenses."		30- Closed/Lost to Competition	"For this opp. the Head of TA said that their current ATS eArcu has e-signature capabilities for which they do not have to pay extra. At Workday we offer a 3rd party integration with DocuSign and Adobe, but the customer has to pay extra for that - on top of what they pay for Workday. THis meant that Workday was no longer cost effective when compared with their current solution.
They were not interested in the electronic Acknowledgment."	Feature	Open	0064X00002UfgahQAB	Healthcare	1
PG-00007786	EMEA	Optima Health - HCM	Prospect - Land with Core	Talent Management	Talent Acquisition	Browse Jobs;Career Sites;Job Postings	1	Significantly Contributed to Deal Loss (1)	No	No	Cosmin Doroftei	07/03/2025	CI Notes	ACV 0(K) to 300(K)	Lost		eArcu has the ability to store documents e.g full legal job description and have them downloaded by external candidates.	21/08/2025	Ability to download attachements (e.g full legal job description) from the job posting/job advert.	Enhance Candidate Attraction: Allow Direct JD Downloads	aTEVT0000001Kr74AE	 		"Cumbersome Job Adverts Hinder Candidate Attraction

The current inability to directly attach full legal job descriptions (JDs) to job adverts forces our prospects to either lengthen the advert significantly to include all necessary information or rely on external links (corporate website/public cloud storage). Both solutions create a negative candidate experience that can negatively impact attraction. Lengthy adverts are visually overwhelming and deter quick review, while storing documents on a public storage service/company website increases maintenance. This ultimately leads to decreased applicant quality and quantity."	Empower external candidates with instant access to comprehensive job details by enabling the direct download of full legal job descriptions from external career site postings. This solution would eliminate the need for lengthy adverts or external links, and ultimately improves the candidate experience and attraction		30- Closed/Lost to Competition	"For this opp. Optima, the Head of TA wanted the ability for candidates to be able to review the job advert and than download the full legal JR description.
We explained that their options would be to include the full description in the job posting or to store the document containing the JR description on the company corporate website/public cloud storage service. However the comment we received from the HEad of TA was ""Not being able to attach the job description to the advert means adverts will need to be lengthened to include all info which can have a negative impact on attraction"""	Feature	Open	0064X00002UfgahQAB	Healthcare	1
PG-00007784	EMEA	Optima Health - HCM	Prospect - Land with Core	Talent Management	Talent Acquisition	Candidates and Prospects;Interviews;Job Application Process;Job Requisitions;Screening and Assessments	1	Significantly Contributed to Deal Loss (1)	No	No	Cosmin Doroftei	07/03/2025	CI Notes	ACV 0(K) to 300(K)	Lost		On eArcu their current ATS they had the capability to easily scroll thru the different CVs	21/08/2025	Ability to easily scroll thru multiple CV/ view multiple CVs without clicking into each one (like a carousel  similar to HiredScore)	Click Less, Review More: Streamlining CV Screening	aTEVT0000001Knt4AE	 		Having to click thru each individual CV is time consuming for our prospects and would take to much time out of the day for the Recruiting team.	Have a CV carousel experience like we have in HiredScore.		30- Closed/Lost to Competition	"For this opp. Optima the Head of TA wanted to have the ability to easily scrolls thru the candidates CVs. We showed him how to preview a candidate CV from the candidate grid and how to use the Bundle resume features. THe feedback we got was that it is to cluncky to many clicks and that it will add too much time to his team for daily CVs reviewing.
We would need something similar to the CV carousel that we have in HiredScore.

HiredScore was not an option for this prospect."		Open	0064X00002UfgahQAB	Healthcare	1
PG-00007774	North America	Werner - Scheduling	Core Customer - Expand with Other	Talent Management	Talent Acquisition	Job Requisitions	5	Tolerable, but Requires Some Manual Effort (5)	No	No	Dianne Go	07/03/2025	No CI Notes	ACV 0(K) to 300(K)	Do Nothing			19/12/2025	Rather than creating 2 separate job profiles, they would like the ability to have internal and external job description fields within Job Profile that feeds to Job Requisitions.	Separate fields for Internal and External Job Descriptions from Job Profile	aTEVT0000001KXl4AM	 		Don't want to create 2 separate job profiles.			31- Closed/Lost to Do Nothing		Feature	Open	006VT00000LHRnhYAH	Transportation	1
